begin_datetime,begin_quality,max_datetime,max_quality,end_datetime,end_quality,observatory,quality,type,coded_type,obsid,location,frequency,particulars1,particulars2,particulars3,particulars4,particulars5,particulars6,particulars7,particulars8,particulars9,particulars10,region,bin,age,status_code,status_text,change_flag,record_Id,record_Id_0
2023-08-30T23:16:00, ,2023-08-30T23:26:00, ,2023-08-30T23:40:00, ,HOL,3,FLA,10,3,N05W49,,1F,,,103,,,,,,21,3413,5770,,5,,0,120,0
2023-08-30T23:15:18, ,, ,2023-08-30T23:19:24, ,PAL,C,RSP,51,5,,025-060,III/1,,,,,,,,,,3413,5770,,5,,0,121,0
2023-08-30T21:33:48, ,, ,2023-08-30T22:31:24, ,SAG,C,RSP,55,4,,025-061,VI/1,,,,,,,,,,,5760,,2,-,0,122,0
2023-08-30T21:33:48, ,, ,2023-08-30T22:32:06, ,PAL,C,RSP,55,4,,025-180,VI/1,,,,,,,,,,,5760,,4,+,0,123,0
2023-08-30T20:35:54, ,, ,2023-08-30T20:36:24, ,SAG,C,RSP,51,3,,025-180,III/2,,,,,,,,,,,5750,,2,-,0,124,0
2023-08-30T20:35:54, ,2023-08-30T20:35:54, ,2023-08-30T20:36:00, ,PAL,G,RBR,31,4,,245,190,,5.2E+02,170,,,,,,,,5750,,5,,0,125,0
2023-08-30T20:35:48, ,, ,2023-08-30T20:36:18, ,PAL,C,RSP,51,3,,025-180,III/2,,,,,,,,,,,5750,,4,+,0,126,0
2023-08-30T17:41:00, ,2023-08-30T17:44:00, ,2023-08-30T17:56:00, ,HOL,3,FLA,10,2,N06W46,,SF,DSD,,96,,,,,,11,3413,5740,,5,,0,127,0
2023-08-30T17:38:00,,2023-08-30T17:46:00,,2023-08-30T17:54:00,,G16,5,XRA,1,0,,1-8A,C1.5,1.3E-03,,,,,,,,1.5E-06,3413,5740,,5,,0,128,0
2023-08-30T17:14:48, ,, ,2023-08-30T17:15:06, ,PAL,C,RSP,51,2,,051-180,III/1,,,,,,,,,,,5730,,4,+,0,129,0
2023-08-30T17:14:42, ,2023-08-30T17:14:42, ,2023-08-30T17:14:54, ,PAL,G,RBR,31,2,,245,370,,2.7E+03,220,,,,,,,,5730,,5,,0,130,0
2023-08-30T17:14:36, ,, ,2023-08-30T17:15:18, ,SAG,C,RSP,51,2,,065-180,III/1,,,,,,,,,,,5730,,2,-,0,131,0
2023-08-30T16:33:00, ,2023-08-30T16:34:00, ,2023-08-30T17:19:00, ,HOL,3,FLA,10,1,S08W23,,SF,,,34,,,,,,11,3415,5720,,5,,0,132,0
2023-08-30T16:28:00,,2023-08-30T16:41:00,,2023-08-30T16:57:00,,G16,5,XRA,1,0,,1-8A,C2.8,6.0E-04,,,,,,,,2.8E-06,3415,5720,,5,,0,133,0
2023-08-30T16:10:36, ,, ,2023-08-30T16:11:12, ,SVI,C,RSP,51,4,,044-086,III/1,,,,,,,,,,,5710,,5,,0,134,0
2023-08-30T12:46:12, ,, ,2023-08-30T12:48:18, ,SVI,C,RSP,51,3,,025-180,III/2,,,,,,,,,,,5700,,4,+,0,135,0
2023-08-30T12:45:36, ,, ,2023-08-30T12:48:24, ,SAG,C,RSP,51,1,,025-146,III/1,,,,,,,,,,,5700,,2,-,0,136,0
2023-08-30T09:57:48, ,, ,2023-08-30T09:58:24, ,SVI,C,RSP,51,2,,025-045,III/1,,,,,,,,,,,5690,,5,,0,137,0
2023-08-30T08:24:00,,2023-08-30T08:30:00,,2023-08-30T08:37:00,,G16,5,XRA,1,0,,1-8A,B8.4,6.2E-04,,,,,,,,8.4E-07,,5680,,5,,0,138,0
2023-08-30T06:41:54, ,, ,2023-08-30T06:42:12, ,LEA,C,RSP,51,3,,025-112,III/1,,,,,,,,,,,5670,,5,,0,139,0
2023-08-30T06:18:12, ,, ,2023-08-30T06:42:12, ,SVI,C,RSP,55,1,,025-083,VI/1,,,,,,,,,,,5670,,5,,0,140,0
2023-08-30T04:30:06, ,, ,2023-08-30T04:30:30, ,LEA,C,RSP,51,2,,025-166,III/1,,,,,,,,,,,5660,,5,,0,141,0
2023-08-30T04:13:00, ,2023-08-30T04:23:00, ,2023-08-30T04:35:00, ,LEA,3,FLA,10,1,S08E60,,SF,,,49,,,,,,11,3417,5650,,5,,0,142,0
2023-08-30T04:07:00,,2023-08-30T04:19:00,,2023-08-30T04:28:00,,G16,5,XRA,1,0,,1-8A,C1.7,1.6E-03,,,,,,,,1.7E-06,3417,5650,,5,,0,143,0
2023-08-30T02:54:00, ,, ,2023-08-30T02:54:54, ,LEA,C,RSP,51,1,,025-048,III/2,,,,,,,,,,,5640,,5,,0,144,0
2023-08-30T00:52:54, ,2023-08-30T00:52:54, ,2023-08-30T00:53:06, ,PAL,G,RBR,31,1,,245,200,,2.4E+03,150,,,,,,,,5630,,5,,0,145,0
2023-08-29T23:21:00, ,2023-08-29T23:21:00, ,2023-08-29T23:35:00, ,HOL,3,FLA,10,2,S10W15,,SF,PRB,,13,,,,,,11,3415,5620,,5, ,0,146,0
