observed_date,region,latitude,longitude,location,carrington_longitude,old_carrington_longitude,area,spot_class,extent,number_spots,mag_class,mag_string,status,c_xray_events,m_xray_events,x_xray_events,proton_events,s_flares,impulse_flares_1,impulse_flares_2,impulse_flares_3,impulse_flares_4,protons,c_flare_probability,m_flare_probability,x_flare_probability,proton_probability,first_date,record_Id,record_Id_0
2023-08-25,3415,-9,35,S09E35,79,79,270,Dko,5,4,BD,,f,0,1,0,,0,1,0,0,0,0,50,10,1,1,2023-08-22T19:19:32,35,0
2023-08-25,3416,-19,71,S19E71,44,,30,Hsx,2,1,A,,f,1,0,0,,0,0,0,0,0,0,10,1,1,1,2023-08-25T16:48:41,36,0
2023-08-24,3404,-9,-71,S09W71,200,203,20,Bxo,2,3,B,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-13T21:58:28,37,0
2023-08-24,3405,9,-61,N09W61,189,189,140,Hsx,2,2,A,,f,2,0,0,,2,0,0,0,0,0,5,1,1,1,2023-08-14T18:42:41,38,0
2023-08-24,3407,-17,-97,S17W97,226,224,30,Hsx,2,1,A,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-15T10:10:05,39,0
2023-08-24,3411,13,-43,N13W43,171,169,50,Hsx,1,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-17T15:49:07,40,0
2023-08-24,3412,10,-7,N10W07,136,133,60,Hsx,2,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-18T17:47:24,41,0
2023-08-24,3413,11,33,N11E33,95,95,330,Eki,11,15,B,,f,1,0,0,,3,0,0,0,0,0,60,15,1,1,2023-08-21T09:24:33,42,0
2023-08-24,3414,-7,-7,S07W07,135,136,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-21T17:59:31,43,0
2023-08-24,3415,-9,49,S09E49,79,79,350,Dko,5,4,B,,f,0,0,0,,0,0,0,0,0,,35,10,5,1,2023-08-22T19:19:32,44,0
2023-08-23,3404,-11,-62,S11W62,203,202,10,Axx,1,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-13T21:58:28,45,0
2023-08-23,3405,10,-48,N10W48,189,188,130,Hsx,3,4,A,,f,1,0,0,,2,0,0,0,0,0,5,1,1,1,2023-08-14T18:42:41,46,0
2023-08-23,3407,-17,-83,S17W83,224,226,30,Hsx,2,1,A,,f,1,0,0,,0,0,0,0,0,0,5,1,1,1,2023-08-15T10:10:05,47,0
2023-08-23,3408,-18,-102,S18W0*,244,243,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-16T18:38:34,48,0
2023-08-23,3411,14,-28,N14W28,169,171,40,Hsx,3,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-17T15:49:07,49,0
2023-08-23,3412,30,8,N30E08,133,135,50,Hsx,2,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-18T17:47:24,50,0
2023-08-23,3413,10,46,N10E46,95,95,280,Fho,17,6,B,,f,3,0,0,,3,0,0,0,0,0,55,10,1,1,2023-08-21T09:24:33,51,0
2023-08-23,3414,-11,5,S11E05,136,136,10,Axx,2,2,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-21T17:59:31,52,0
2023-08-23,3415,-11,62,S11E62,79,81,350,Dho,10,3,B,,f,0,0,0,,0,0,0,0,0,,40,5,1,1,2023-08-22T19:19:32,53,0
2023-08-22,3403,24,-91,N24W91,245,243,,,,,,,d,0,0,0,,0,0,0,0,0,,1,1,1,1,2023-08-13T17:20:32,54,0
2023-08-22,3404,-12,-47,S12W47,202,201,10,Axx,2,2,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-13T21:58:28,55,0
2023-08-22,3405,9,-33,N09W33,188,187,110,Cso,4,3,B,,f,2,1,0,,2,0,0,0,0,0,10,1,1,1,2023-08-14T18:42:41,56,0
2023-08-22,3407,-19,-71,S19W71,226,225,30,Cso,2,1,B,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2023-08-15T10:10:05,57,0
2023-08-22,3408,-18,-88,S18W88,243,242,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-16T18:38:34,58,0
2023-08-22,3409,22,-98,N22W98,253,252,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-16T18:39:16,59,0
2023-08-22,3411,12,-16,N12W16,171,170,40,Hsx,2,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-17T15:49:07,60,0
2023-08-22,3412,31,20,N31E20,135,134,60,Hsx,2,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-18T17:47:24,61,0
2023-08-22,3413,9,60,N09E60,95,94,200,Hsx,6,3,A,,f,1,0,0,,1,0,0,0,0,0,5,1,1,1,2023-08-21T09:24:33,62,0
2023-08-22,3414,-8,19,S08E19,136,135,10,Axx,1,4,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-21T17:59:31,63,0
2023-08-22,3415,-9,74,S09E74,81,,240,Hax,5,1,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2023-08-22T19:19:32,64,0
2023-08-21,3403,26,-75,N26W75,243,242,110,Cso,4,3,B,,f,1,0,0,,2,0,0,0,0,0,15,1,1,1,2023-08-13T17:20:32,65,0
2023-08-21,3404,-11,-33,S11W33,201,201,20,Cao,1,2,B,,f,0,0,0,,0,0,0,0,0,0,20,1,1,1,2023-08-13T21:58:28,66,0
2023-08-21,3405,10,-20,N10W20,187,185,110,Hsx,3,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-14T18:42:41,67,0
2023-08-21,3406,-16,-104,S16W0*,272,272,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-15T10:09:23,68,0
2023-08-21,3407,-19,-58,S19W58,225,226,120,Dai,4,8,B,,f,0,0,0,,0,0,0,0,0,,45,5,1,1,2023-08-15T10:10:05,69,0
2023-08-21,3408,-18,-74,S18W74,242,242,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-16T18:38:34,70,0
2023-08-21,3409,22,-84,N22W84,252,252,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-16T18:39:16,71,0
2023-08-21,3410,-30,-103,S30W0*,271,271,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-16T18:39:51,72,0
2023-08-21,3411,13,-3,N13W03,170,171,60,Hsx,2,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-17T15:49:07,73,0
2023-08-21,3412,30,34,N30E34,134,137,70,Hsx,2,1,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2023-08-18T17:47:24,74,0
2023-08-21,3413,10,73,N10E73,94,,150,Hsx,3,1,A,,f,1,0,0,,2,0,0,0,0,0,5,1,1,1,2023-08-21T09:24:33,75,0
2023-08-21,3414,-9,32,S09E32,135,,20,Cro,2,5,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2023-08-21T17:59:31,76,0
2023-08-20,3403,27,-61,N27W61,242,242,120,Cso,10,7,B,,f,0,0,0,,0,0,0,0,0,,20,5,0,0,2023-08-13T17:20:32,77,0
2023-08-20,3404,-10,-20,S10W20,201,201,0,Axx,0,1,A,,f,0,0,0,,0,0,0,0,0,,5,0,0,0,2023-08-13T21:58:28,78,0
2023-08-20,3405,9,-4,N09W04,185,183,90,Cso,6,2,B,,f,0,0,0,,0,0,0,0,0,,15,0,0,0,2023-08-14T18:42:41,79,0
2023-08-20,3406,-16,-90,S16W90,272,270,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-15T10:09:23,80,0
2023-08-20,3407,-18,-45,S18W45,226,226,180,Dai,6,8,B,,f,0,0,0,,0,0,0,0,0,,50,10,0,0,2023-08-15T10:10:05,81,0
2023-08-20,3408,-18,-60,S18W60,242,241,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-16T18:38:34,82,0
2023-08-20,3409,22,-70,N22W70,252,250,10,Bxo,4,3,B,,f,1,0,0,,1,0,0,0,0,0,10,0,0,0,2023-08-16T18:39:16,83,0
2023-08-20,3410,-30,-89,S30W89,271,270,,,,,,,f,1,0,0,,0,0,0,0,0,0,0,0,0,0,2023-08-16T18:39:51,84,0
2023-08-20,3411,13,10,N13E10,171,171,50,Hsx,2,1,A,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2023-08-17T15:49:07,85,0
2023-08-20,3412,30,44,N30E44,137,136,40,Hsx,2,1,A,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2023-08-18T17:47:24,86,0
2023-08-19,3399,-15,-104,S15W0*,299,298,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-09T07:25:33,87,0
2023-08-19,3403,27,-48,N27W48,242,243,120,Dsi,10,8,B,,f,2,0,0,,1,0,0,0,0,0,50,10,0,0,2023-08-13T17:20:32,88,0
2023-08-19,3404,-10,-7,S10W07,201,201,10,Hrx,1,1,A,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2023-08-13T21:58:28,89,0
2023-08-19,3405,9,11,N09E11,183,183,100,Cso,12,2,B,,f,0,0,0,,0,0,0,0,0,,15,0,0,0,2023-08-14T18:42:41,90,0
2023-08-19,3406,-16,-76,S16W76,270,269,0,,0,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-15T10:09:23,91,0
2023-08-19,3407,-18,-32,S18W32,226,223,110,Dao,6,4,B,,f,0,0,0,,0,0,0,0,0,,30,5,0,0,2023-08-15T10:10:05,92,0
2023-08-19,3408,-18,-46,S18W46,241,240,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-16T18:38:34,93,0
2023-08-19,3409,22,-56,N22W56,250,250,30,Cro,5,5,B,,f,0,0,0,,0,0,0,0,0,,15,0,0,0,2023-08-16T18:39:16,94,0
2023-08-19,3410,-30,-75,S30W75,270,270,10,Axx,1,1,A,,f,1,0,0,,1,0,0,0,0,0,5,0,0,0,2023-08-16T18:39:51,95,0
2023-08-19,3411,13,22,N13E22,171,173,50,Hsx,4,2,A,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2023-08-17T15:49:07,96,0
2023-08-19,3412,30,58,N30E58,136,136,40,Hsx,1,1,A,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2023-08-18T17:47:24,97,0
2023-08-18,3397,17,-97,N17W97,305,304,20,Cao,8,2,B,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-07T07:57:40,98,0
2023-08-18,3399,-15,-90,S15W90,298,297,,,,,,,f,0,0,0,,4,0,0,0,0,0,0,0,0,0,2023-08-09T07:25:33,99,0
2023-08-18,3400,-14,-104,S14W0*,312,311,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2023-08-11T08:38:18,100,0
2023-08-18,3403,26,-35,N26W35,243,243,160,Dai,10,12,B,,f,0,0,0,,0,0,0,0,0,,50,10,1,1,2023-08-13T17:20:32,101,0
